date,open,high,low,close,volume
2025-05-06,24500.8,24509.7,24331.8,24379.6,0.0
2025-05-07,24233.3,24449.6,24220.0,24414.4,0.0
2025-05-08,24431.5,24447.2,24150.2,24273.8,0.0
2025-05-09,23935.8,24164.2,23935.8,24008.0,0.0
2025-05-12,24420.1,24944.8,24378.8,24924.7,0.0
2025-05-13,24864.0,24973.8,24547.5,24578.3,0.0
2025-05-14,24613.8,24767.5,24535.5,24666.9,0.0
2025-05-15,24694.5,25116.2,24494.5,25062.1,0.0
2025-05-16,25064.7,25070.0,24953.0,25019.8,0.0
2025-05-19,25005.3,25063.0,24916.7,24945.5,0.0
2025-05-20,24996.2,25010.3,24669.7,24683.9,0.0
2025-05-21,24744.2,24946.2,24685.3,24813.5,0.0
2025-05-22,24734.0,24737.5,24462.4,24609.7,0.0
2025-05-23,24639.5,24909.0,24614.0,24853.2,0.0
2025-05-26,24919.3,25079.2,24900.5,25001.2,0.0
2025-05-27,24956.7,25062.9,24704.1,24826.2,0.0
2025-05-28,24832.5,24864.2,24737.0,24752.5,0.0
2025-05-29,24825.1,24892.6,24677.3,24833.6,0.0
2025-05-30,24812.6,24864.0,24717.4,24750.7,0.0
2025-06-02,24669.7,24754.4,24526.2,24716.6,0.0
2025-06-03,24786.3,24845.1,24502.2,24542.5,0.0
2025-06-04,24560.5,24644.2,24530.5,24620.2,0.0
2025-06-05,24691.2,24899.8,24613.1,24750.9,0.0
2025-06-06,24748.7,25029.5,24671.5,25003.0,0.0
2025-06-09,25160.1,25160.1,25077.2,25103.2,0.0
2025-06-10,25196.0,25199.3,25055.5,25104.2,0.0
2025-06-11,25134.2,25222.4,25081.3,25141.4,0.0
2025-06-12,25164.5,25196.2,24825.9,24888.2,0.0
2025-06-13,24473.0,24754.3,24473.0,24718.6,0.0
2025-06-16,24732.3,24967.1,24703.6,24946.5,0.0
2025-06-17,24977.8,24982.0,24813.7,24853.4,0.0
2025-06-18,24788.3,24947.5,24750.5,24812.0,0.0
2025-06-19,24803.2,24863.1,24733.4,24793.2,0.0
2025-06-20,24787.7,25136.2,24783.7,25112.4,0.0
2025-06-23,24939.8,25057.0,24824.8,24971.9,0.0
2025-06-24,25179.9,25317.7,24999.7,25044.3,0.0
2025-06-25,25150.3,25266.8,25125.0,25244.8,0.0
